max_total_agent_capacity,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
1000,utilitarian_matching,0,94.75981439879551,70.0,81.33971291866028,5.4108935548616435,4,0.4512820512820513,185,195,195,0.10902119999809656
1000,utilitarian_matching,1,95.5327106898964,72.51612903225806,81.33971291866028,5.725901942104538,4,0.42424242424242425,193,198,198,0.11672879999969155
1000,utilitarian_matching,2,93.87773487152387,53.13807531380753,81.33971291866028,6.911238529259102,4,0.4896907216494845,188,194,194,0.10828619999665534
1000,utilitarian_matching,3,95.94385506887724,72.51612903225806,81.33971291866028,3.055901105807211,4,0.3298429319371728,181,191,191,0.11948430000484223
1000,utilitarian_matching,4,94.34224281547155,53.13807531380753,81.33971291866028,7.130545460773914,4,0.30456852791878175,190,197,197,0.11527010000281734
1000,utilitarian_matching,5,95.22437141640026,64.77419354838709,81.33971291866028,4.342969861160753,4,0.22564102564102564,193,195,195,0.12443619999976363
1000,utilitarian_matching,6,95.47606583675476,53.13807531380753,81.33971291866028,5.9348232987984915,4,0.38071065989847713,194,197,197,0.12459669999952894
1000,utilitarian_matching,7,95.43314031494111,64.77419354838709,81.33971291866028,5.468522863076342,4,0.29743589743589743,193,195,195,0.12251690000266535
1000,utilitarian_matching,8,95.14241686610463,64.77419354838709,81.33971291866028,4.58710272838694,4,0.34196891191709844,189,193,193,0.12491169999702834
1000,utilitarian_matching,9,93.46436564341849,53.13807531380753,81.33971291866028,5.829637300865492,4,0.3865979381443299,179,194,194,0.1143140000058338
1000,iterated_maximum_matching_unadjusted,0,93.69713219642261,66.60000000000001,64.83253588516746,3.9322727252355967,4,0.6256410256410256,195,195,195,0.2037800000034622
1000,iterated_maximum_matching_unadjusted,1,93.76372640497907,50.0,64.83253588516746,4.580196432423383,4,0.601010101010101,198,198,198,0.21734250000008615
1000,iterated_maximum_matching_unadjusted,2,92.86367067257997,50.0,64.83253588516746,4.198116427187166,4,0.7422680412371134,194,194,194,0.1928810000026715
1000,iterated_maximum_matching_unadjusted,3,94.57339354559659,66.60000000000001,64.83253588516746,1.2746755038951474,4,0.47643979057591623,191,191,191,0.21529480000026524
1000,iterated_maximum_matching_unadjusted,4,92.84580285582588,50.0,64.83253588516746,4.890182828688659,4,0.5279187817258884,197,197,197,0.21117159999994328
1000,iterated_maximum_matching_unadjusted,5,93.2141132236637,66.60000000000001,64.83253588516746,4.451385465347497,4,0.36923076923076925,195,195,195,0.21203329999843845
1000,iterated_maximum_matching_unadjusted,6,94.27600559418654,66.60000000000001,66.26794258373205,4.069569862130419,4,0.5076142131979695,197,197,197,0.2053613000025507
1000,iterated_maximum_matching_unadjusted,7,93.91514239736065,50.0,64.83253588516746,3.412495876066522,4,0.4256410256410256,195,195,195,0.21021750000363681
1000,iterated_maximum_matching_unadjusted,8,93.87721422478549,66.60000000000001,64.83253588516746,2.67739222404941,4,0.48704663212435234,193,193,193,0.20762380000087433
1000,iterated_maximum_matching_unadjusted,9,93.60698940889387,66.60000000000001,64.83253588516746,2.3399161392338064,4,0.5773195876288659,194,194,194,0.1982540999961202
1000,iterated_maximum_matching_adjusted,0,93.65847877858144,66.60000000000001,64.83253588516746,4.157030361439059,4,0.6256410256410256,195,195,195,0.20522239999991143
1000,iterated_maximum_matching_adjusted,1,93.76372640497907,50.0,64.83253588516746,4.580196432423383,4,0.601010101010101,198,198,198,0.21304410000448115
1000,iterated_maximum_matching_adjusted,2,92.90345878602955,50.0,64.83253588516746,4.158328313737596,4,0.7422680412371134,194,194,194,0.19447629999922356
1000,iterated_maximum_matching_adjusted,3,94.57339354559659,66.60000000000001,64.83253588516746,1.2746755038951474,4,0.47643979057591623,191,191,191,0.22270060000300873
1000,iterated_maximum_matching_adjusted,4,92.82007125976514,50.0,64.83253588516746,4.915914424749387,4,0.5279187817258884,197,197,197,0.210046299995156
1000,iterated_maximum_matching_adjusted,5,93.03588061863209,66.60000000000001,64.83253588516746,4.081401214469946,4,0.36923076923076925,195,195,195,0.22141820000251755
1000,iterated_maximum_matching_adjusted,6,94.27600559418654,66.60000000000001,66.26794258373205,4.069569862130419,4,0.5076142131979695,197,197,197,0.20773319999716477
1000,iterated_maximum_matching_adjusted,7,93.85015362269448,50.0,64.83253588516746,3.4774846507327157,4,0.4256410256410256,195,195,195,0.21241440000449074
1000,iterated_maximum_matching_adjusted,8,93.85438694974361,66.60000000000001,64.83253588516746,2.700219499091293,4,0.48704663212435234,193,193,193,0.21725829999923008
1000,iterated_maximum_matching_adjusted,9,93.60698940889387,66.60000000000001,64.83253588516746,2.3399161392338064,4,0.5773195876288659,194,194,194,0.20234110000455985
1000,serial_dictatorship,0,84.00339143320655,0.0,100.0,15.506209255377577,0,0.0,172,186,193,0.05488379999587778
1000,serial_dictatorship,1,84.83160636809066,0.0,100.0,16.365837443920736,0,0.0,159,188,194,0.05727409999963129
1000,serial_dictatorship,2,82.90539781696116,17.583892617449663,100.0,17.820141660749307,0,0.0,153,188,194,0.05906240000331309
1000,serial_dictatorship,3,84.5751186891102,0.0,100.0,13.906828066152706,0,0.0,160,184,188,0.05527009999786969
1000,serial_dictatorship,4,84.29751331904723,0.0,100.0,16.061867693401002,0,0.0,168,188,193,0.05753109999932349
1000,serial_dictatorship,5,83.61125152204681,0.0,100.0,15.347654358411,0,0.0,162,186,194,0.05338810000102967
1000,serial_dictatorship,6,85.50187056659591,0.0,100.0,14.84216325399905,0,0.0,172,189,193,0.055802199996833224
1000,serial_dictatorship,7,83.97514146165558,0.0,100.0,16.834374306446545,0,0.0,164,186,191,0.05654250000225147
1000,serial_dictatorship,8,85.30716930657333,12.0,86.78414096916299,13.513478517635928,0,0.0,167,188,190,0.05495679999876302
1000,serial_dictatorship,9,85.18547947155602,0.0,100.0,13.319665704346702,0,0.0,168,190,194,0.05441560000326717
1000,round_robin,0,93.57227976454081,66.60000000000001,97.60765550239233,7.394444210132254,0,0.0,195,195,195,0.055199200003698934
1000,round_robin,1,93.66043578584251,66.60000000000001,97.60765550239233,8.476078366596807,0,0.0,198,198,198,0.05507479999505449
1000,round_robin,2,92.72281101164708,50.0,99.04306220095692,8.039925936028009,0,0.0,194,194,194,0.05518909999955213
1000,round_robin,3,94.64130588930232,66.60000000000001,97.60765550239233,4.4612723554499825,0,0.0,191,191,191,0.05312959999719169
1000,round_robin,4,93.0087157924885,66.60000000000001,84.92822966507175,9.204132463636315,0,0.0,197,197,197,0.05793619999894872
1000,round_robin,5,92.67010217076677,66.60000000000001,97.60765550239233,6.602106328231587,0,0.0,195,195,195,0.05368309999903431
1000,round_robin,6,93.8364142813429,66.60000000000001,66.26794258373205,6.775146787850371,0,0.0,197,197,197,0.054836100003740285
1000,round_robin,7,93.16660138496276,66.60000000000001,64.83253588516746,5.6328278109719205,0,0.0,195,195,195,0.05405449999670964
1000,round_robin,8,92.85844169281421,66.60000000000001,64.83253588516746,4.481576698999376,0,0.0,193,193,193,0.05612159999873256
1000,round_robin,9,92.97258968655203,66.60000000000001,97.60765550239233,5.473288279730085,0,0.0,194,194,194,0.05634959999588318
1000,bidirectional_round_robin,0,93.55001427014648,66.60000000000001,97.60765550239233,7.416709704526622,0,0.0,195,195,195,0.056247299995447975
1000,bidirectional_round_robin,1,93.52459663835154,66.60000000000001,97.60765550239233,7.812351872911852,0,0.0,198,198,198,0.05503049999970244
1000,bidirectional_round_robin,2,92.44281999661995,50.0,99.04306220095692,9.353814084708628,0,0.0,194,194,194,0.05391819999931613
1000,bidirectional_round_robin,3,94.53716877607177,66.60000000000001,97.60765550239233,4.5365633072102245,0,0.0,191,191,191,0.05427140000392683
1000,bidirectional_round_robin,4,92.85318694363482,50.0,99.04306220095692,10.261926242781623,0,0.0,197,197,197,0.05627610000374261
1000,bidirectional_round_robin,5,92.4965573270564,66.60000000000001,97.60765550239233,7.360787353614617,0,0.0,195,195,195,0.0549819000007119
1000,bidirectional_round_robin,6,93.95722075573691,66.60000000000001,99.04306220095692,8.171164925071386,0,0.0,197,197,197,0.05569839999952819
1000,bidirectional_round_robin,7,93.23372246945361,66.60000000000001,64.83253588516746,5.599552880327263,0,0.0,195,195,195,0.05676919999677921
1000,bidirectional_round_robin,8,92.88860536663489,66.60000000000001,97.60765550239233,5.470328660947326,0,0.0,193,193,193,0.05541990000347141
1000,bidirectional_round_robin,9,93.13949307185544,66.60000000000001,97.60765550239233,6.857800435273237,0,0.0,194,194,194,0.05409510000026785
